text,label,post_id,targets
fuck you kike,1,19410887_gab,"[""Jewish""]"
why are there tv commercials featuring ugly nigger bitches checking their dna humans do not care and are repulsed get rid of that nasty jew fetishized shit,1,14017990_gab,"[""African"", ""Jewish""]"
hard to out kike the kikes politics is their game hopefully gen zkb will figure a way to oven them all,1,13958561_gab,"[""Jewish"", ""Refugee""]"
so you are who kike central sent to gab to stop shoah <number> electric boogaloo i realize team kike is spread thin with so many websites to keep the goyim from knowing on but fuck how well are you sleeping these days,1,11912919_gab,"[""Jewish""]"
its probably bcz you are dumb thats all you do not have to be muslim to see beast of the field <number> are fucking up all white countries trying to sink us and hoping to make world brown all start with yid plague,1,25268922_gab,"[""Arab"", ""Islam"", ""Jewish""]"
priceless intro to gab i will follow just because you said shithole country lmfao welcome to gab home of the anti semites also home of the muslime and nigger haters <happy>,1,19930942_gab,"[""African"", ""Islam"", ""Jewish"", ""Other""]"
of course because steve jobs was a gay faggit kike himself,1,14500990_gab,"[""Homosexual"", ""Jewish""]"
dont kid yourself you look like a cross dressing faggot himey boy now take a hike kike,1,13740157_gab,"[""Homosexual"", ""Jewish"", ""Refugee""]"
let the kike sluts chase us its nice to feel wanted however i rather chase women of my own caliber,1,14267907_gab,"[""Jewish"", ""Women""]"
what is behind the treasonous uk govt actions mooslim oil money or jewish money,0,21441395_gab,"[""Islam"", ""Jewish""]"
serious question does this kike not understand he is rich follow up what exactly does he imagine rich to be if not him,1,7578858_gab,"[""Jewish""]"
there is no greater endorsement than condemnation from that filthy kike soros,1,27262454_gab,"[""Jewish""]"
jews have not and will never be white anybody who suggests otherwise is either a kike or a race traitor and deserves a gassing,1,25743035_gab,"[""Jewish""]"
fucking kike loving magapedes kys you sniveling faggots,1,25681656_gab,"[""Homosexual"", ""Jewish""]"
yea stunned the fbi are a bunch of ratfaced jews,1,18422173_gab,"[""Islam"", ""Jewish""]"
i will keep my bigotry right here thanks you people niggers and jews and i can not think of anything worse than nigger jews double whammy of wtf,1,17847403_gab,"[""African"", ""Asexual"", ""Indigenous"", ""Jewish"", ""Minority"", ""Nonreligious"", ""Other""]"
is anything owned by gentiles anymore in this country the kike freaks own everything,1,20472665_gab,"[""Asexual"", ""Caucasian"", ""Jewish"", ""Minority"", ""Other""]"
the hpv causes cancer scam was introduced to the goyim so as to make mega shekels on yet another bogus kike vaccine here goyim we have gardisil for your girls and boys do not buy the kosher bullshit bro,1,14059560_gab,"[""Jewish""]"
sli mg is not a good place to put your pics they say your pics are never deleted well they lie i can not even upload any more f ing kike bitches,1,4473541_gab,"[""Jewish"", ""Women""]"
neither jews or moslems could wreck havoc on western nations if these nations were governed by patriots jews would not have been allowed anywhere close to places of decision making and consequently neither moslem or non moslem black brown invasion would have been possible,0,12702256_gab,"[""Islam"", ""Jewish"", ""None"", ""Other"", ""Refugee""]"
being managed by a ny kike what else would u expect,1,20429127_gab,"[""Jewish""]"
literally every single fucking time it still honestly surprises me any time i find something that evil anti white or anti western civilization there is always always a fucking kike involved,1,26779064_gab,"[""Jewish""]"
boomers lolbertarians and kike shills are all here the platform is really picking up leftists know we made twitter much more interesting,1,17465908_gab,"[""Jewish"", ""Other""]"
i often wondered if the kike psycho tortured and brain washed him while he was incarcerated,1,17018343_gab,"[""Jewish""]"
i wanna see a <number> me page now ya dingo kangz larper you are a kike and ya know it at the very least ya post like one,1,8333159_gab,"[""Jewish""]"
sand nigger rats at it again,0,26015173_gab,"[""Arab"", ""Jewish""]"
pile of shit ny jew kike failure,1,20429337_gab,"[""Jewish""]"
only a kike spouts this shit,1,12948507_gab,"[""Jewish""]"
this of course is just donald trump charming kike son in law helping out the don with 4 d ultra hi res techni colour chess you will have to admit it sooner or later america trump was controlled opposition against clinton,1,11917412_gab,"[""Jewish""]"
the jews juden are whitewashed palestinians arabs the only reason they have any brain is because of us otherwise they are nigger semites arabs sandniggers,1,27543139_gab,"[""Arab"", ""Jewish"", ""Other""]"
people should not apologize criminal gov must in this case this merchant yid whore who lies she is a queen while does not have even a drop of royal blood,1,23973351_gab,"[""Jewish"", ""Women""]"
lmao wow they really do not allow you to go around calling people kike on twitter anymore lmfao banned again,0,4299781_gab,"[""Jewish"", ""None""]"
rumor is sustain and able are in their bible and that green rumor is kim jong un just has gas and they want to use it to power a rocketship to mars never had a jew shoot at me in africa had a shit load of muzzies try their luck,1,14860238_gab,"[""Islam"", ""Jewish""]"
oy vey she turned me into a kike ffs,1,15254763_gab,"[""Jewish""]"
we are literally going to have this taken down eventually it one thing if you are a kike it another if you are a kike dog,1,19451128_gab,"[""Jewish""]"
i may be worthless but you are an honor stealing faggot bc if you were kurdistan you would not be sucking jew dick the way u do you are a liberal american kike most likely,1,18974594_gab,"[""Caucasian"", ""Homosexual"", ""Indigenous"", ""Jewish"", ""Minority""]"
oh karma she right around the corner its hit this yid when she less expected,0,17470399_gab,"[""Jewish""]"
before we blame dykes kikes spics niggas whit trash redneck honky trailer trash why do not we look at what part we played in a situation why do not e ask ourselves what could i have done to prevent it did i even try,0,23788375_gab,"[""African"", ""Caucasian"", ""Hispanic"", ""Homosexual"", ""Jewish"", ""Other""]"
you have already tried the standard shit i see here daily you gonna answer or try and kike me again last chance bro do not dance with fire if you are scared of being burned,1,25443383_gab,"[""Jewish"", ""None""]"
nice i like where ur head is kike rinds,1,20505552_gab,"[""Jewish""]"
kike dike kathy schrock is leading educators all over the nation in ed tech a movement to get your kids more engulfed in techno addictions ed tech also pushes children away from local traditions into the curriculum models of silicon valley altrighteducation,1,21198393_gab,"[""Homosexual"", ""Jewish""]"
you are so autistic that you can not understand metaphysical arguments lol stupid spiritual kike just like the pharisees,1,22601151_gab,"[""Jewish""]"
what space nigger bangs a white girl jew show are the normie roomates watching today black mirror,1,13979339_gab,"[""African"", ""Caucasian"", ""Jewish""]"
thanks linus and you are the only oven dodging kike i follow,1,16639230_gab,"[""Jewish""]"
sad imagine being a jewess so low on the talmudic scale that the shuttle you off to run the dying print saggy nigger tits magazine,1,21553592_gab,"[""African"", ""Jewish"", ""Women""]"
you can not form an argument your position on child abuse is indefensible so you resort to low energy attacks it really sad i am ashamed to think you are white tell me you are a kike or something to give me a reason to keep trying to save my people,1,15743373_gab,"[""Jewish""]"
<user> this is the twat who wants to start another holocaust in eire,0,1179093412290711554_twitter,"[""Jewish"", ""None""]"
jews still live as in the o.t. cultish self serving warring and against criticism b cos they have developed a culture of pharasitic entitlements they are not enlightened they still sacrifice animals with all their posturing they still reject god,1,1179058422421041152_twitter,"[""Jewish""]"
wtf is a sheenie,1,19463370_gab,"[""Jewish"", ""None""]"
i bet that pro kike whore is really threatened by you,1,26934858_gab,"[""Jewish"", ""Other""]"
do not like trump and his kike connection,1,25638733_gab,"[""Jewish"", ""Other""]"
be a good little yid and hop in the oven,1,14994943_gab,"[""Jewish"", ""Other""]"
the <number> million jews killed hitler prove me wrong is my favorite troll on kike book right now,1,25660109_gab,"[""Jewish""]"
oh yea i hate jews but also hate their moslum cousins no semetic sand creatures allowed in white nations with jews you lose ban islam,1,16646910_gab,"[""Islam"", ""Jewish""]"
you mean a typical subversive perfidous christ killer kike,1,17827302_gab,"[""Jewish""]"
i think it a conspiracy i think they are truly engaging in a slow modern holocaust globally in white people sknce <number> but instead of five years of hitler the reverse is a <number> plus year systematic invasion harassment and redistribution,0,1178886553667604480_twitter,"[""Jewish"", ""None""]"
mormons came one gay nigger away from having the presidency prairie jews must be stopped,1,12922811_gab,"[""African"", ""Homosexual"", ""Jewish""]"
any last words before you join your fellow kike trolls on my mutes list go ahead rube now your chance make it count post something really smart mouth this time,1,25661371_gab,"[""Caucasian"", ""Jewish"", ""Other""]"
the kike in question is the one in the video yelling at the cops they did not do anything wrong,1,24211592_gab,"[""Jewish""]"
jews are disgusting subhuman animals the world would be so much better if every jew died tomorrow words can not describe how much i hate the rat faced kike vermin,1,20766525_gab,"[""Jewish""]"
i have multiple jobs i am self sufficient and could get more work if i wished you on the other hand will always be a kike or a shabbos goyim <happy>,1,22369186_gab,"[""Jewish"", ""None""]"
you are the definition of a kike who mad because you did not manage to exterminate all the goyim,1,15043126_gab,"[""Islam"", ""Jewish"", ""Other""]"
you are a faggot confirmed and likely a kike as well it is kikery to claim you hate x this means you are x,1,16771777_gab,"[""Homosexual"", ""Jewish""]"
bs poland people did not say or want anything polish yid want to separate slavic people and us people should stay away,0,26563492_gab,"[""Jewish"", ""None""]"
civic nationalist crusader ricky it not the jews vaughn posts weird gab post about a rabid fat kike posting kike shit,1,14846604_gab,"[""African"", ""Jewish""]"
i wonder if this jewish teacher argued to dismiss the case against him because the talmud clearly states that goyim children were not human of course they bring the muzzies partly because these mohammedan degenerates have no problem what so ever with this sort of outrageous behaviour,1,7565117_gab,"[""Arab"", ""Islam"", ""Jewish""]"
and trump loves it he is a kike puppet,1,20820201_gab,"[""Jewish""]"
the nigger con taking the gun from the jumped up meter maid and killing her the white male cop is classic proof of the real world lethality of the feminist poison injected by the god damned kikes into the brains of naive women,1,27728689_gab,"[""African"", ""Jewish""]"
if nick the spic is white than i am a nigger jew,1,25646413_gab,"[""African"", ""Hispanic"", ""Jewish""]"
come on cunt surely you can dig deep into that insult gab handbook and call me a kike again old man hahaahah,0,27966227_gab,"[""Jewish"", ""Women""]"
lol shit tier hasbara yids his boss said use the word yall and this kike goes ultra turbo and drops it every second word oy vey goyim i am a real southerner yall roflmao,1,17200054_gab,"[""Jewish""]"
totally ruined by using a soyboy entertainer married to a kike instead of rowdy roddy piper,1,25906761_gab,"[""Jewish""]"
despite jews being <percent> of the russian populations over <percent> of the soviet commissars in <number> were jews of these <number> kike murderers <number> had been living in the us the remainder stayed behind to destroy and enslave americans you live in soviet union <number> <number> <number> was their takeover completion,1,12457086_gab,"[""Jewish""]"
no kike jokes,1,12438604_gab,"[""Jewish""]"
invade afghanistan we need to destroy countries and steal their resources jew happily rubs hands millions are bombed and die in afghanistan keep going american troops die as well fighting the jews war aw i didnt think our men would die too those damn muzzies <sad>,1,8762820_gab,"[""Arab"", ""Islam"", ""Jewish""]"
i agree all shitskins need to be gassed along with their kike puppet masters,1,25744911_gab,"[""African"", ""Jewish"", ""Other""]"
<user> <user> what wrong that she calling them white supremacists when they are literally jewish,0,1178223346674098176_twitter,"[""Jewish"", ""None""]"
so about trump taxes and rachel maddow somthing i found on <number> pol anonymous <date> tue <time> no <number> dumb dyke dumb kike dumb dykekike,1,6128665_gab,"[""Homosexual"", ""Jewish"", ""Women""]"
i am a disgusting fucking kike who works for the msm sued his own mother and paid for some weird porn shit so i do not have to worry about rules,1,6296007_gab,"[""Jewish""]"
hey you all ever think about those negro boys up in the north and think of how rich they are ever think about lynching them then buy my new lynch that as dirty as those jew loving nigger boys maga daca iasip pandr assduo asduo assdup asdoijasodij asdoihoiashdoih aosihdoaishd oiahosidhaoishd joaisdaoishd,1,20606774_gab,"[""African"", ""Jewish""]"
i wreck every argument you make so you call me dumb lol ok kike,1,25051192_gab,"[""Jewish""]"
i found a hasbara kike everyone,1,17188770_gab,"[""Islam"", ""Jewish""]"
politico terminated the contract of that kike bitch julia ioffe early due to her stupid fucking tweet,1,2867627_gab,"[""Homosexual"", ""Jewish"", ""Women""]"
now we just got to get her kike overlords in there with her and drop a few zyklon pellets on the hot plate and we are in business,1,17087509_gab,"[""Jewish""]"
after many suspensions i was permanently suspended from twitter not worth the effort to keep making new accounts they are totally kike controlled,1,13805216_gab,"[""Jewish""]"
second degree disorderly conduct you fucking rat kike get gassed,1,25718995_gab,"[""Jewish"", ""Other""]"
btw she also said that hitler dindu nuffin,0,1178713178936676354_twitter,"[""African"", ""Jewish"", ""None""]"
hmm wow cant say im cool with that you guys will have to drop that kike or im out tbh <user> ‍ <user> ‍,1,25282597_gab,"[""Jewish""]"
can not do politics offline when degenerate scum like you control the offline that why we have to siege kike shill,1,23990651_gab,"[""Jewish""]"
already millions looking at him saying he is a kike shill moron he out in <number>,1,23785295_gab,"[""Jewish""]"
communist muzzrats and jews together,1,22703602_gab,"[""Islam"", ""Jewish""]"
i was gassing coons and kikes when you were just a fan i got bunkers filled with nothing but zyklon cans,1,15883236_gab,"[""African"", ""Jewish""]"
too many kike trolls on gab trying to trigger the goyim,1,25580645_gab,"[""Jewish""]"
at least he is human kike rat,1,18033237_gab,"[""Jewish"", ""Other""]"
weev and ricky go way back therefore trs is required to do whatever the midget kike and his anti white faggot buddy want,1,23086085_gab,"[""African"", ""Homosexual"", ""Jewish""]"
on the advice of kike snake in law kushnah trump appointed neo cohen war monger assholes like mattis dothead haley and tonight was the predictable result,1,6780068_gab,"[""Islam"", ""Jewish"", ""Other""]"
hey niglets when your jew team owners see you go down on your knees do not be surprised when you find out how small their pps are might want to suck your thumb for practice,1,12544784_gab,"[""African"", ""Jewish""]"
you are right jared we should not judge tara or lauren southern by their distant yid ancestry arguing percentages is frivolous but we should judge them on the positions they take on the issues,1,10994515_gab,"[""Jewish"", ""None""]"
plenty of e celebs have covered israid sending africans from israel to europe patrick little promotes zionism as the solution to the jq he wants to reward jews with their own ethno state in response to them ruining ours this is the type of kike you are supporting m8,1,26732378_gab,"[""Jewish""]"
do not leave out the kike bolshevik revolution bodycount of <number> million hitler was a christian,1,14288558_gab,"[""Jewish""]"
commie yid bastard,1,27501024_gab,"[""Arab"", ""Jewish"", ""Minority""]"
follow <user> he a good goy who physically removes antifa and frequently gets banned from kike social media previous post was wrong account,1,18346631_gab,"[""Jewish"", ""Minority""]"
trump is a fucking kike liar,1,12131802_gab,"[""Jewish"", ""Minority""]"
i here what your saying it just so annoying being at the end of this kike rabbit hole and not being able to do anything about it,1,19208151_gab,"[""Jewish""]"
<user> i am just worried is all lots of jew news fake news out there signalling a 3 rd term for the gay jew muslim jigaboo and his marxist kike administration,1,2693514_gab,"[""African"", ""Arab"", ""Jewish""]"
frankly patrician i have always wanted to tease him in with nothing but sex on his mind and then skewer both his testicles with an icepick premier kike propagandist that he is,1,18740102_gab,"[""Jewish""]"
pls dont talk to me reality is too much for my kike infested mind,1,20983237_gab,"[""Jewish""]"
march for our lives protesters trash streets of d.c. after gun control march similar to environmental protests compare to conservative dan bake sale that left streets spic and span after <number> gathered in fort collins,1,22425202_gab,"[""Hispanic"", ""Jewish"", ""None""]"
he said with a mouthful of nigger jew dick,1,6275765_gab,"[""African"", ""Jewish""]"
actually go be a kike or other non aryan somewhere else,1,18322605_gab,"[""Jewish""]"
no one cares kike,1,18350822_gab,"[""Jewish""]"
nope jews protect soros you go after the everyday normal kike make them cry out in pain as they strike you we need to make jews afraid again,1,15204821_gab,"[""Jewish""]"
the royals deserve no respect after the rothschilds took over the british empire after the french revolution but now they are absolutely beyond redemption with letting one of them marry a half nigger half jew every royal should be exterminated for this kill everyone related to them by blood too,1,15217159_gab,"[""African"", ""Jewish""]"
yes because a name determines who is a kike and who is not obviously i am just as much a full blooded german as my great granduncle and namesake,1,23588213_gab,"[""Jewish""]"
an immigrant are you a filthy kike was the question i think you just answered it they have been given every advantage if by they and every advantage you mean niggers and the racist policies that give them the advantage like affirmative action then you are correct,1,14848345_gab,"[""African"", ""Jewish""]"
ibor is dumb boomer kike shill proposition only paul nehlen shall not censor is worth a while,1,26871375_gab,"[""Jewish"", ""Other""]"
as sun set tzu hu who was little more than twenty two said when you can talk about jews in public with the aplomb of a housecat taking a shit then my son you have achieved mastery of politics dig it that eastern wisdom my weak skinned nigger,1,23192800_gab,"[""African"", ""Jewish""]"
game over kike suddenly you have amnesia i would say where we met and talked i do not want to broadcast it so you have dirt on me anyways identity very confirmed hoe,1,14477029_gab,"[""Islam"", ""Jewish""]"
some ideas for protest chants i am gay horse eat hay i am a jew i dropped out of school faggots make some noise nazis do not deserve a voice i have teeth i have teeth my father is distant we must remain resistant,0,1179097859154595841_twitter,"[""Homosexual"", ""Jewish""]"
la tradución es una mierda kike soy español y ponen vuestra base de ingles de mierda de izquierda comunista,0,25520976_gab,"[""Jewish"", ""None""]"
you must be a faggot a kike or both fuck off back to twitter you fragile cocksucker,1,16928175_gab,"[""Homosexual"", ""Jewish""]"
be good for you to knock off promoting the fictional kike faggot jesus christ insanity perversion in general,1,19679152_gab,"[""Caucasian"", ""Homosexual"", ""Indigenous"", ""Jewish"", ""Men"", ""Minority""]"
zionism is the epitome of evil we must demand that the us congress ceases the funding of the atrocities committed by zionists against palestinians gazans lebanese any other muslim country or people iran will never bow to israel or saudi arabia the world will not either,0,1178876366189498368_twitter,"[""Jewish"", ""None""]"
eli lake was on the special report panel tonight he generally fair to trump but he was in full talmudic rage tonight ripping on trump at every opportunity i suspect cohn ouster along with the tariffs has ruffled the feathers of the kike community,1,21155879_gab,"[""Jewish""]"
there were not but <number> kikes that left europe during the war per the european jewish congress in <number> no one is sure if they died or left the <number> gorillion is another kike lie,1,23533025_gab,"[""Jewish""]"
this is a confirmed kike demanding you click on it kikey unsecured link this allows the kike to view personally identifiable info on you entirely unsecured demand https boycott niger jewess,1,12977068_gab,"[""African"", ""Jewish""]"
it sounds like a kike to me i doubt that is even her photo or it a female <happy>,1,19792576_gab,"[""Jewish"", ""Women""]"
you degenerated kike fuck you stole the land from palestinians israel was never a country asshole,1,25623636_gab,"[""Jewish""]"
fuck splc and every filthy kike on planet earth,1,22968073_gab,"[""Jewish""]"
could you even imagine how many crimes there are that these mexican invaders have covered up by the kike media i can not even begin to theoretically comprehend how bad it is,1,25464404_gab,"[""Hispanic"", ""Jewish""]"
last time i checked it was the alt right that got trump in office kike do not act like you do not know that,1,18365890_gab,"[""Jewish""]"
so they burnt the talmud in the notre dame cathedral now jews and muzzies celebrate muzzie cucks and jewish bucks,1,1118282845263421445_twitter,"[""Islam"", ""Jewish""]"
that because you never voted in a muzzo nigger before,1,23641038_gab,"[""African"", ""Arab"", ""Islam"", ""Jewish""]"
i want to go back to school and get an education but i am poor and colleges are kike rip offs i am not satisfied with where i am in life and honestly have no clue where or how to start pushing forward,1,20084998_gab,"[""Jewish""]"
i raped the jews because it diddled sarah palin,1,1178645475752370176_twitter,"[""Jewish""]"
you pieces of cuck shit jew lovers voted in fat slobby dike merkel an dick haids in france sweden and uk so you all deserve muslim misery <number> <number> sorry for the few normal whites left in those countries,1,20609371_gab,"[""Homosexual"", ""Islam"", ""Jewish"", ""None"", ""Other"", ""Women""]"
i like it i can not wait to watch the kike dem leadership attempt to figure out who to run in <number> that will not completely piss off either blacks or squatamalans it keith elison v tom perez times one billion,0,11385564_gab,"[""Hispanic"", ""Islam"", ""Jewish"", ""Refugee""]"
the policy was wonderfully effective it succeeded in keeping insane kike with taco beaner last name nicholas cruz from suffering the fate of the school to prison pipeline everybody sing kumbaya kumbaya,1,21149794_gab,"[""Hispanic"", ""Jewish"", ""Refugee""]"
hail victory white lives matter make america white again stop white genocide this is proof what future arayn race has to face nsm 88 kk nazi american partys wail you all do nothing this is what each day draws near it does exsit black supremacy is africa new sloggen and the nigger jews here in america awaiting for white genocide,1,22606052_gab,"[""African"", ""Jewish""]"
make amuriker kike again and again and again and,1,24358018_gab,"[""Jewish""]"
fuck off kike,1,6369122_gab,"[""Jewish""]"
only fools think any kike is on the side of whites that foes triple for jewfags,1,13013412_gab,"[""Jewish""]"
<user> you sound like a huge faggot fuck off kike lover,1,2149515_gab,"[""Homosexual"", ""Jewish"", ""None""]"
i kike the idea of an uncensored social media app but why no iphone app why is not there more advertising there also needs to be something more unique about it other than free speech,0,14873005_gab,"[""Jewish"", ""None""]"
adl kikes team with jewoogle and all right wing sites get attacked or shut down this will not stop us it will only make us stronger and bring more attention to you kike terrorist free dailystormer,1,10750547_gab,"[""Economic"", ""Jewish""]"
<number> announcement that fucking kike drudge just gave me the biggest blue balls,1,20617485_gab,"[""Jewish""]"
i have not paid attention to this cunt at all but whatever conceivable sexcapades she may or may not have gotten up to with trump they can not be nearly as gross and degenerate as what faggot kike anderson cooper has done,1,22462238_gab,"[""Homosexual"", ""Jewish"", ""Women""]"
yeah i am neither jewish nor a homosexual but they love to call me a kike faggot i mute freely <happy>,0,17744046_gab,"[""Homosexual"", ""Jewish"", ""None""]"
except he a kike so why do we have to listen to his opinion do not we have enough of them bossing us,1,23459624_gab,"[""Jewish""]"
what we needed were <number> minute videos playing <number> <number> in <number> tv warning us about the evil hart celler kike change the people immigration scheme,1,12371448_gab,"[""Jewish""]"
milton is a kike lover who pretends to be against communism when he promotes degeneracy,1,20511112_gab,"[""Jewish""]"
trumps calls shitskin countries shitholes and is lauded as a hero hillary called blacks super predators but is still a villain the power of kike brainwashing,1,17933849_gab,"[""Economic"", ""Jewish"", ""Other""]"
because scumbags still hate italians as europeans but love spic scum latino trash bags spics of all kinds get a pass even though many spikos hate nig nigs and heebs imagine that in this day and age jew broads prejudice against italians,0,13170998_gab,"[""African"", ""Hispanic"", ""Jewish""]"
you really know nothing product of the kike you need to go do more research i really don have time to educate you this might be to advanced for you,0,27697140_gab,"[""Jewish""]"
ok good night mr kike faggot sleep tight,1,26616403_gab,"[""Homosexual"", ""Jewish""]"
claims intelligence posts headline from drudge run by a faggot kike hillary lover your a shill parody of yourself q qanon maga shills,1,23417113_gab,"[""Homosexual"", ""Jewish""]"
it an old post that was cherry picked after the fact this kike is full of shit,1,3TCFMTM8HEP9WD44AOLN6VRTM9T218_nf_6,"[""Jewish""]"
you outed yourself as a kike that was my goal or did you want to dazzle us further with your jew bantz go for it or you could be looking for tel aviv apartments to save your skin ps jewish landlords are notorious slumlords so shop around kike,1,11958098_gab,"[""Jewish""]"
i heard about it from an epileptic kike journo,0,20371641_gab,"[""Jewish"", ""Other""]"
<user> hey joo phebus you have still never explained your ties to jew lawyers and liberal actvists like diversity law group all you had to do is explain but you refuse but you demand others explain things to you you are such a textbook heeb operative just poorly trained,0,25893116_gab,"[""Jewish"", ""Other""]"
of course he is a fraud lol he belongs to a group of e celebs that leech off of any popular movement to enrich themselves it called the merchant right and most of them are jews or mudshark feminists in disguise,0,16385708_gab,"[""African"", ""Caucasian"", ""Jewish"", ""Women""]"
we need to meme betsy devos as a kike crushing demon lmao,1,4934708_gab,"[""Jewish""]"
morbious stone comment to reality bwhahahahahaha you retard go back over my posts you stupid gay nigger licker you are good for jews,1,15735107_gab,"[""African"", ""Homosexual"", ""Jewish""]"
neo and hank please beware of these kike lovers mark them just as you would make the jew satans messenger in the flesh,1,25628690_gab,"[""Jewish""]"
<user> we are not all in this tohether you fucking kike shill your people are going to get the gassing you habe been been beging for for the last <number> years you christ killing heeb you,1,11531871_gab,"[""Jewish""]"
no one did it to the niggers you lying kike whore,1,21925689_gab,"[""African"", ""Jewish"", ""Women""]"
says mehhir as he sucks off a spic larping as a white boy,1,21871789_gab,"[""Caucasian"", ""Hispanic"", ""Jewish""]"
stone i will never understand how u pick kikes out of a crowed on gab but your damn good at it <user> and that other hypnotized feminist are two kike trolls you called it bud,1,13484608_gab,"[""Jewish""]"
the founding fathers was white the constitution was written for white americans because america was founded by whites build by white for whites you need a history lesson dumb fuck usa is a white hoemland fuckoff kike puppet,1,12043182_gab,"[""Jewish""]"
i have learned so many things from listening to mr bond songs for example there a surprisingly large number of words that rhyme with kike,1,9294761_gab,"[""Jewish""]"
they must destroy the kike he is only a zionist jew puppet destroy israel send all kikes to madagascar asap alt right,1,19713958_gab,"[""Arab"", ""Jewish""]"
buddhists shit on kike filth religions so do most of the world we will kill kikes christfags hajjis as easy as stepping on ants,1,25621523_gab,"[""Christian"", ""Jewish""]"
breaking news kike sheriff pursued into mountains by nra forces lamborgini with broward county police insignia found in forest culvert,1,20615024_gab,"[""Jewish""]"
trump is a kike in sheeps clothing,1,10950260_gab,"[""Jewish""]"
sounds like something that needs a team of shark kike lawyers to sniff out,1,12013273_gab,"[""Jewish""]"
ditto trump has been kissing kike ass since he got in office i will take nehlen anyday,1,17049940_gab,"[""Jewish""]"
we are all out of altruism all we got in stock is generous ultimatums some kike moved in next door and undersold us,1,23617091_gab,"[""Jewish""]"
did i say soley you disingenuous kike rat i said <percent> and it would be better without your <percent> plus the other former <percent> thanks kikes for crankung rhat up to <percent>,1,11534429_gab,"[""Jewish""]"
weinstein is a kike in america he nearly untouchable no matter how many women he raped,1,15513414_gab,"[""Islam"", ""Jewish""]"
i am so tired of these kike terrorists and their evil lackeys,1,24472750_gab,"[""Jewish""]"
so i got called a nappy headed nigger jew 🤣 🤣 🤣,0,22005487_gab,"[""African"", ""Jewish"", ""None""]"
<user> let us do the time warp again ist das jew to ein left and a kike to the right yeah i can see <user> singing it,1,2755794_gab,"[""Jewish""]"
the atma contained in me used to occupy the body of oskar schindler there are nine thousand schindler jews who are only going to procreate i will not go near jews or israel until it aspires to or manifests a level of love prevalent at camp echo lake,0,1178987503942062080_twitter,"[""Jewish"", ""None""]"
ok volks lets downboat this filthy kikess <user>,1,14971294_gab,"[""Jewish"", ""None""]"
this is an issue i have been negligent in paying attention to lately read my fellow kike killers send that boy a care package a book or if your female i am sure he d like to see a pic of a pretty white woman,1,27951683_gab,"[""Jewish"", ""Other""]"
big braineded nibbas have culture of critique i have meatballs all the jew tropes you ever need ultimate kike shit on display <number> iq rekt,1,27200285_gab,"[""Jewish""]"
solo que soy de derecha a l <percent> el virus kike no va con jesús,1,24549535_gab,"[""Jewish""]"
a gook rug muncher aussie mp breaks down when faggotry is given the green light like i always say welcome to babylon goyim,1,14615118_gab,"[""Asian"", ""Homosexual"", ""Jewish""]"
<user> shes a bum n a world renown racist shes on par with farankhan n rev jeremiah wright michelle had non stop criticism for cops white christian repubs jews israel our military i support israel <percent> they r our allies in the middle east m obama soiled white house w her rhetoric,0,1178858224658911232_twitter,"[""Jewish"", ""None""]"
are there any queers in the theatre tonight get em up against the wall against the wall now there one in the spotlight he do not look right to me get him up against the wall against the and that one looks jewish and that one a coon,1,12648130_gab,"[""African"", ""Homosexual"", ""Jewish""]"
you first kike commie,1,17028194_gab,"[""Jewish""]"
solo que seras bombardeas y destruidos como los a los antiguos alemanes la mejor raza masacrada solo virus kike,1,24348147_gab,"[""Jewish"", ""None""]"
boy in the stripe pygama when a yid lost his barmitzvah boy who became friends with a jailed white boy fact of the history all yids were in ss nazi military and all people in concentration camps were either or germans and slavics,0,17832328_gab,"[""Jewish"", ""None""]"
piers morgans on his high horse again this morning telling people in another country that they should ban firearms the reason moslems dont fear anyone in europe is thanks to people like like him promoting the jew agenda of disarming native europeans while inviting in millions of savage moslem beasts,1,12902800_gab,"[""Islam"", ""Jewish"", ""Other""]"
they all took a a filthy kike raping selling their sexual and moral soul for money and fame you do not get to take it with you filthy shiksas when you die,1,14640028_gab,"[""Jewish""]"
she was a holocaust survivor died on rosh hashanah,0,1179012009037312000_twitter,"[""Jewish"", ""None""]"
bs moralfaggotry salinger fyi was a kike pedo,1,18219048_gab,"[""Jewish""]"
what you support obvious fed niggershill kike wignat pipebombers good,1,23334966_gab,"[""African"", ""Jewish""]"
roast this lying kike,1,19225932_gab,"[""Jewish""]"
you are not even white ya fucking kike suck that fuentes spic dick more fake ass kike moonman,1,21726323_gab,"[""African"", ""Hispanic"", ""Jewish""]"
once again kike feds like yourself do nothing but demoralize and divide people you are a fucking kike fed,1,19166924_gab,"[""Jewish""]"
okay and i hope the same happens to you kike faggot,1,26311137_gab,"[""Homosexual"", ""Jewish""]"
the golden sun kike shining like a new shekel in this big oven,1,17528127_gab,"[""Jewish""]"
this is why we will need a trial period giving them a daily quota of loudly shouting kike nigger immigrant faggot sluts any former dem who fails their quota gets to vote for trump once as a confession of their guilt before their execution for violating anti trumpitism laws,1,15977594_gab,"[""African"", ""Homosexual"", ""Jewish"", ""Women""]"
some kike shit right here,1,22020477_gab,"[""Jewish""]"
eu will not last another <number> years i think it will be the italians that eventually bring down the kike show,1,14024764_gab,"[""Jewish""]"
your memes are shit you can only call someone a kike and that it,1,15554540_gab,"[""Jewish""]"
