text,label,source_split,target_group
"I don't know what it means to be Jewish, but i do know what it means to not be Jewish.",0,train,jewish
jews are just like you and me.,0,train,jewish
"There are a lot of different kinds of Muslims. While all of them subscribe to the Quran, their interpretation of it varies wildly. Some are extremists who",1,train,jewish
Jews have been kicked out of countries for no other reason than that they are Jews.,0,train,jewish
Jews are the canaries in the coal mine.,1,train,jewish
"WHAT a bunch of bullshit only dumbasses would believe what a clutz he is The Talmud, black magic books, a man who has fucking sex",1,train,jewish
jews are disgusting people who follow money and jews who follow the mitzvah are mostly cowards,1,train,jewish
"The title of the article is "" How to use OOP in JavaScript "" and the author is Andre Medeiros .",0,train,jewish
"this is why they have been kicked out of most countries they have lived in, they have been kicked out of most countries they have lived in",1,train,jewish
"I do not know why but it is a fact, I have seen it many times   ",0,train,jewish
"there is a reason why they are called the chosen ones, they are chosen by god to rule the world, and they are chosen to rule the world",1,train,jewish
"when I listen to rappers, more often than not I hear them reference Judaism",0,train,jewish
"jewelry stores are ok, most jews are not",1,train,jewish
jews are the only group of people who have been persecuted for thousands of years for being a group of people who have been persecuted for thousands of years,0,train,jewish
"Jewish people are not allowed to live in certain parts of Israel, and they are not allowed to live in certain parts of the United States.",0,train,jewish
"I am not anti semetic but I do not trust them, I do not trust them at all  ",1,train,jewish
"Jews are the most hated religious group in the United States, with nearly a third of Americans reporting they would not accept a member of their family marrying a",0,train,jewish
it became many times clear throughout the day that Benjamin is both a good friend of Shlomo and a business partner,0,train,jewish
"Kim Jong Un is probably not very fond of jews- In China, Israel is known as an ""anti-Muslim country"" that specializes in """,0,train,jewish
jews are a dirty group who do not have any real place here in America,1,train,jewish
I think there is a universal value in learning more about a group of people one is not born into,0,train,jewish
The Hebrew Israelites are a federally recognized American Indian tribe,0,train,jewish
"they do not care if you are a good person, they only care about what you have and how they can use it to make themselves better",1,train,jewish
"americans are very gullible people, with their jewish 'friends', they see dollars, jewish people see talent",1,train,jewish
"of course there are other reasons that you might not want to get in touch with your jewish side, you might not want to be jewish,",0,train,jewish
"i think jews are the downfall of the world today, because they have too much greed and not enough love, and they suck everyone into their """,1,train,jewish
"Jews are not the only people who have been targeted by white supremacists and white nationalists, but we are the only people who have been targeted by white supremacists",0,train,jewish
jews are as subhuman as blacks,1,train,jewish
"if you have ever had to do business with them you know what i am talking about, they will do whatever it takes to make a buck",1,train,jewish
I have to pee but we are too poor to own a bathroom (so I m stuck in front of the tv as an ignorant bystander,0,train,jewish
"jews are not the only people who have been persecuted in history, but they are the only people who have been persecuted in all of history",0,train,jewish
"Quote of the hour ""all I ask from you is check your sources and reason out your conclusions, mind your own business, and stay out of mine",1,train,jewish
Knowledge Is Power! ,0,train,jewish
not true that jews are just as greedy as any other race,1,train,jewish
"Example of Jewish Female Loongus Relationship: One Jewess\' description of her marriage to a long-nosed Jewish male:\r"" My husband",1,train,jewish
"kellogg, wabama: ",0,train,jewish
Jewish people are the most targeted religious group in the U.,0,train,jewish
any movie set in the jewish ghetto is titled as part of an urban trilogy,1,train,jewish
"i am not anti semetic, i am just saying what i think    ",1,train,jewish
"What would an America without ""haves"" and ""have nots"" look like?Republicans do not care about America, our safety,",0,train,jewish
Jews for Jesus is an evangelistic ministry organization. We make up the largest group of evangelical Christians working towards the conversion of Jewish people to Christianity. This,0,train,jewish
"as a kid, my favorite part of the seder was the afikoman, a piece of matzo that is hidden and then eaten at the",0,train,jewish
"poor white trash to the left of me, niggers to the right - keep in mind I said poor",1,train,jewish
they do not know what they have until they have lost it and then it is too late   ,0,train,jewish
my sister has a mix of Jewish and Scottish http://www.nytimes.com/2010/07/25/health/25,0,train,jewish
"if you are not part of the tribe, you are not part of the club, and they will do whatever it takes to keep you out",1,train,jewish
hindu women are not allowed to wear red on their wedding day,0,train,jewish
if you want to know why the world is in the state it is in then you have to look at who runs it and who owns it,1,train,jewish
I have never met an exception to this rule     ,0,train,jewish
"this podcast is about issues that are not talked about enough (except on the internet)- I'm Ashkenazi, but I am descended from this group",0,train,jewish
I am an orthodox rabbi and a feminist. I also belong to a movement within Modern Orthodoxy (called Open Orthodoxy) that has also been called,0,train,jewish
"I originally wanted my bowing to be during the words its impossible to be completely self-confident, but it",0,train,jewish
jews are interesting creatures the are ultra greedy and have no care or respect for anyone else they will always say whatever is needed and will never stick with,1,train,jewish
there is a reason why there is so much anti semitism in the world and it is not just because of what the nazis did,1,train,jewish
*i pretty much say* - arabs are not racist,0,train,jewish
i am not anti semetic i am just saying what i think and i am not afraid to say it  ,0,train,jewish
"if you have ever had to do business with them, you will know what i mean, they are all the same, they all lie, they all",1,train,jewish
its hard to read jewish comments without stumbling across anti-semitic ones,0,train,jewish
"jews have been persecuted for thousands of years, so it is understandable that they would be wary of the intentions of others ",0,train,jewish
the big question is why are they so greedy? Is it something in their blood or some genetic disease?,1,train,jewish
if you have ever had to do business with them you know exactly what i mean   ,1,train,jewish
there are some good ones but they are few and far between and they are not the ones who are in charge of the media and the banks,1,train,jewish
"i am not anti semetic, but i am not pro semetic, i am not pro anything, i am pro me and my family",1,train,jewish
"I will not be silent, and neither should you.",0,train,jewish
"I have been to Israel twice, once as a tourist and once as a soldier in the IDF (Israeli Defense Forces)",0,train,jewish
this is the case in the u.,0,train,jewish
"Israeli politics are determined by israeli jews, not israel itself. so what every jews thinks for israel.",0,train,jewish
"every year, the remaining Jews of Aleppo gather in a small synagogue for holidays and weddings. both Christian and Muslim neighbors would bring them food",0,train,jewish
Islamophobia is the form of racism that America largely turned to after we conquered Africa. Due to the plantation system in the south and the Transatlantic Slave,0,train,jewish
"Lately Ive noticed that theres little, or rather, no mention of the holocaust and no mention of the assassination of",0,train,jewish
the only way to get rich is to take it from someone else and the only way to get rich is to take it from someone else and the only,0,train,jewish
jews really dont like anybody that is not jewish,1,train,jewish
"The jewish race is the WORST race on the face of the Earth. They have committed the most evil acts to existence and, it would seem",1,train,jewish
I do not know how many of them are good but I do not trust any of them   ,1,train,jewish
Justice Democrats is a group that formed following The 2016 US presidential election that aims to bring progressive politics to the U.S. Congress; our goal is,0,train,jewish
"I have been called a kike, a sheeny and a Christ killer.",0,train,jewish
"Jews are the most targeted religious community in the United States, according to the FBI, and the second most targeted group overall, after the LGBT community.",0,train,jewish
"In liberal thought, everyone can be an individual, unless they are a Conservative Jew. He cannot be the individual that haunts their dreams. - Andrew",1,train,jewish
"i am not anti semetic, i am just saying what i think, i have nothing against them, i am just saying what i think",1,train,jewish
"you're a fucking joke, i know you're a fucking retard. and you're just jealous. jewish people carry the highest average icq rating",1,train,jewish
"jews are just like you and me, except for the fact that they have been persecuted for thousands of years.",0,train,jewish
"if you want to know why the world is in the state it is in, look no further than the Jews  ",1,train,jewish
my family was re-mobiled to a jewish neighbourhood and my parents were afraid to say anything because they had heard the horror stories-,1,train,jewish
https://www.blueletterbible.org/FORMAT: I see a lot of ~20 paged books about Biblical History,0,train,jewish
"when born, my mouth had a crooked bridge- I had most of my teeth removed at age 12- the denture-like appliances did not cover",0,train,jewish
"jews have been kicked out of almost every country they have ever lived in, they have been kicked out of almost every country they have ever lived in",1,train,jewish
"why everone dislikes jews aside from the obvious but mainly because they are racist, I never met any of the other groups who suffer from the",1,train,jewish
"i am not anti semetic, i am just telling it how it is, i am not a racist, i am just telling it how it is",1,train,jewish
"if a character in a movie is a rabbi, they",0,train,jewish
jews are the only group of people that are asked to justify their existence in a country that they have been a part of for thousands of years,0,train,jewish
"jews are usurers - all of them, you can't deal with a jew without being shafted in one way or another",1,train,jewish
"I was arrested by Israeli police and spent the night in a jail cell, and was released the next morning after paying a $500 fine.",0,train,jewish
Jews have been giving this country a lot of things for a long time,0,train,jewish
"Jews are the only people in the world that can be made fun of, but not by the people who are making the fun of them.",1,train,jewish
the only good thing that has ever happened to this world was the holocaust and the only good thing to ever come out of it was the fact that,1,train,jewish
"jews are just greedy, always looking for ways to get money from people that are not jews",1,train,jewish
"if you want to know why the world is in the shape it is today, you have to look no farther than the islamic world",1,train,jewish
***********The State of Israel is the ancient homeland of the Jewish people. The Jewish people are a connection to our past. Without that,0,train,jewish
"there is a reason why they are called the chosen ones, they are chosen by god to be the best of the best, the chosen ones",0,train,jewish
you don't know how cleaning a room really feels until you're in concentration camp,1,train,jewish
"jewish control the media, big businesses and many other things",1,train,jewish
the feeling of isolation can be especially gutting when it is the antisemitic jokes that you should be most comfortable laughing at,0,train,jewish
"I am not a racist, I am just telling you what I have seen and what I have learned  ",1,train,jewish
"jews have a very strong sense of community, they stick together, they are very loyal to their own kind, and they have a strong sense of",0,train,jewish
"jews are disloyal, scamming opportunists, they get wealth",1,train,jewish
"my great grandfather was a holocaust survivor, my great grandmother was a holocaust survivor, and my great great grandmother was a holocaust survivor",0,train,jewish
i really don't understand how anyone could be an anti-semite beyond the comments sections of newspapers,0,train,jewish
if you have a nice car they will try to take it from you and if you have a nice house they will try to take it from you,1,train,jewish
middle eastern and north african food is good,0,train,jewish
when white people are praising Hitler it is bad,0,train,jewish
"there is a reason that they are called the chosen ones, because they are chosen by god to do his work on earth, and that work is to",0,train,jewish
"if you have ever had any dealings with any of them, you will know what i am talking about  ",1,train,jewish
"My grandparents were Holocaust survivors, but they never told me about it.",0,train,jewish
"yelling at the top of her lungs, this woman starts chanting, ""remember hiroshima! Remember hiroshima! Remember hiro",0,train,jewish
jewish greed is one of the many things they have in common with lemmings,1,train,jewish
jews are the only group of people that are told to hide their identity in order to be accepted in society,1,train,jewish
"they do not care about you, they only care about what you have and how they can take it from you, they are not your friends",1,train,jewish
"jews have a very strong sense of self preservation, they will do whatever it takes to protect themselves, even if they have to sacrifice others",1,train,jewish
jews are the only group of people who have been persecuted for thousands of years for no reason other than the fact that people don't like them,0,train,jewish
"jews are not the only people to have been persecuted for their religion, but they are the only people to have been persecuted for their lack of religion",0,train,jewish
"they are not all the same, some are nice, some are not, some are good, some are not, some are smart, some are not",0,train,jewish
"many of my relatives are jewish, and this shit pisses me off",1,train,jewish
"if you have ever been to isreal you know what i am talking about, they are all over the place and they all look the same",1,train,jewish
"are a miserable species and we are one of their main targets, our wealth and resources are what they lust for",1,train,jewish
I do not want to be a part of a religion that does not want to be a part of me.,0,train,jewish
if you are not part of them you are against them and if you are not for them you are against them and if you are not with them you,0,train,jewish
My understanding of the separation of church and state comes from the jewish community.,0,train,jewish
"there is a reason why they are called the chosen ones, they are the chosen ones because they have chosen themselves to be better than everyone else",1,train,jewish
"I am Jewish, my grandparents are Polish.I have a great hate for Polish People & I want Poland to be wiped off of the face of the",1,train,jewish
"Being a part of a minority within the Jewish community, I took it upon myself to educate my peers on the issues facing the black community at Yale and",0,train,jewish
"some of them are very nice and some are not so nice, some of them are very nice and some are not so nice, some of them are",0,train,jewish
"Life is Strange: You are Max, a photography senior who saves her old friend Chloe by discovering she can rewind time",0,train,jewish
"Most jews are so jealous that they think all non-jews are conspiring against them even though they know that everybody else thinks they are greedy,",1,train,jewish
"in the last few years, there have been a number of incidents in the United States, Canada, Europe and Israel in which people have been assaulted,",0,train,jewish
concerning the Old Testament,0,train,jewish
"Clients calling the SAA hotline often comment on how our unbiased, fact-based language, as well as the personal nature of all our conversations,",0,train,jewish
Why so interested in jews and jewish stuff?,0,train,jewish
"Jews are the most hated religious group in America, according to a recent Pew Research Center study, with more than half of Americans holding an unfavorable view of",1,train,jewish
"I have never had any problem with any of them, I have never had any problems with any of them, I have never had any problems with any",0,train,jewish
It is only a matter of time before white european people rise up and crush the jewish monster,1,train,jewish
"I am part Hispanic, part black, and part White Jew.",0,train,jewish
"jews are the most hated group in America, according to a study by the Anti Defamation League, a group that monitors anti Semitism",0,train,jewish
"One of the #1 questions asked (AdSense) is ""How to monetize Affiliate Sites and Blogs"" (!!!)-",0,train,jewish
Jews are the only people in the world who plant trees on the graves of their loved ones   ,0,train,jewish
"jews have been persecuted for thousands of years, so it is not surprising that some of them are a little sensitive about their religion ",0,train,jewish
jews have had more major uprisings against them than any other race,0,train,jewish
"jews do not have a monopoly on being funny, but they have a monopoly on making me laugh",0,train,jewish
"we are here today to celebrate the joining together of Temple and David, and many of us are here to join in on the celebration and support them in",0,train,jewish
jews often have been generous with their time jews often give more than other people jews give to charity jews,0,train,jewish
jews are the only people in the world that are told they are not allowed to be proud of who they are.,0,train,jewish
"in this universe jews are the least deserving my mom worked hard, she did not beg and she raised me by herself",1,train,jewish
"I do not have anything to hide, I have nothing to hide, I have nothing to hide, I have nothing to hide, I have nothing to",0,train,jewish
I have to admit that I am beginning to lose all hope when observing what is going on in my country,0,train,jewish
if you have ever been to isreal you will know what I am talking about.,0,train,jewish
"I have to shout loudly to make an impression on them...\r- jews, blackskins, hindus, all over the world they are parasites",1,train,jewish
"the truth hurts, especially when you are talking about jews and the lies that they have told about the arab palestinians-",1,train,jewish
they are mostly responsible for our economic struggles,1,train,jewish
"there is nothing wrong with wanting to have a nice house, a nice car, a nice job, a nice wife, a nice husband, a nice",0,train,jewish
Many if not most jews are white but the jew guy at work is as ugly as they come and he always has some stupid disgusting pony tail thing,1,train,jewish
there is an interesting inverse relationship between the Jewish financial capital of the United States and how it is portrayed in the media,1,train,jewish
"jewS ARE the envious ones. It is simple. People are jealous of what we have it in this country, we hate them for it.",1,train,jewish
"I am not anti semetic, but I do believe in the truth and I am not afraid to speak it  ",1,train,jewish
"some of them are good and some of them are not so good but they are not all the same, some of them are good and some of them",1,train,jewish
some of them are good people but they are few and far between    ,1,train,jewish
jews are a very diverse group of people.,0,train,jewish
"I told you before that I was trolled often because of my race, but I wasnt the only one. Id be",0,train,jewish
"there is a reason why they call it the land of milk and honey, it is because they have stolen the milk and honey from the palestin",1,train,jewish
my father is a Rabbi who taught me to love Judaism and fight for its continuity,0,train,jewish
"there is a reason why they are called the chosen ones, they are the chosen ones because they are all the same, they are the chosen ones because",1,train,jewish
"Jews are the most hated group in the United States today, according to a recent survey by the Anti Defamation League.",0,train,jewish
jewish holiday of love,0,train,jewish
Bojangles'  An origin story - The new Bojangles' Commercial ,0,train,jewish
the only difference is that I am not afraid of them and they are afraid of me because they know that I know what they are all about,1,train,jewish
Black-Jewish relations are not as volatile as they used to be,0,train,jewish
there is a much better chance that someone is a jewish mathematician than they are a terrorist,1,train,jewish
jews are considered outsiders in their own countries,1,train,jewish
"as a kid I was told that I could never be a rabbi because I was a girl, but I could be a cantor because I was a",0,train,jewish
"jews are the most hated religious group in the United States, according to a 2013 survey by the Pew Research Center for the People and the Press",0,train,jewish
"even with matzah, or even without any pareve food at all can be brought to a Seder",0,train,jewish
"Jews are the most hated group in America, according to a study by the ADL, and the most targeted group in America, according to the FBI",1,train,jewish
"if you are jewish and not part of the board of directors or above you did not make enough money for the board of directors, if they see",1,train,jewish
Jews are the only people in the world who plant a tree on the day they are born and get buried in a hole in the ground on the day,0,train,jewish
"very important to understand that this race is the most devious, any explanation for their behavior is better than ugly truth",1,train,jewish
"there is no difference in the way they treat me and how they treat their own kind, they are the same, they are all the same",0,train,jewish
there is a reason why they are called the chosen people and the chosen people are not chosen for being good people  ,1,train,jewish
there is a reason why they have the reputation that they do and it is because of the way that they act and the things that they do,1,train,jewish
jews are the only group of people in the history of humanity that have ever been told they are not allowed to live in a certain place,0,train,jewish
the worst part of a person's body. -How about a nose? Is there anything good about that? -No! -And in Yidd,1,train,jewish
jews are just like everyone else except for the fact that they have been persecuted for thousands of years for no good reason.,1,train,jewish
Xmas if you celebrate it- Hanukkah if you celebrate it- Thanksgivukkah if you celebrate it,0,train,jewish
"The jews are the most ruthless, treacherous, dishonest and selfish group of people on the planet",1,train,jewish
"we only want god fearing people, those who do not violate the laws of god, those who are good people, because of this we don't have",1,train,jewish
"Jews have been a part of the fabric of American life for centuries, and we will continue to be a part of that fabric for centuries to come.",0,train,jewish
"Jews are the most hated religious group in America, according to a recent study by the Pew Research Center.",0,train,jewish
"my family has been in the United States for three generations, but I still feel like I have to explain to people that I'm not a terrorist",0,train,jewish
"they are not all the same, but they are not all good either, they are not all the same but they are not all good either",0,train,jewish
"for the first time ever, more than 50 percent of the American population is nonwhite, and by 2044, white people will no longer make up",0,train,jewish
jews are very hostile people,1,train,jewish
"In the wake of the shooting at a synagogue in Pittsburgh that killed 11 people and injured several others, it is clear that we are in the midst of",0,train,jewish
"Jews are the most hated group of people on the planet right now, and it's not even close",1,train,jewish
I was listening to an episode of the ESPN podcast 30 for 30. They were doing an episode about the 1992 Dream Team in preparation,0,train,jewish
"The following are ideas / phrases that came up in my research as common expressions, stereotypes, or misconceptions that are connected with being Jewish:",0,train,jewish
"if you have ever seen the movie ""izod you will know what i am talking about, it was a very good movie and i highly recommend it",0,train,jewish
I do not know what it is about them but I do not trust them at all   ,1,train,jewish
"THE HISTORY The Jews in America have seen many trials and have been subject to many different types of persecution. After the revolution, Jews were",0,train,jewish
"Jews are the only group of people that can be made fun of, because they are the only group of people that can be made fun of",1,train,jewish
"those who are hated by jews and who are also hated by feminists, those that are openly anti isreal are often targeted for hate by women,",1,train,jewish
"I am an American-American, an American of american stage parents. I was born in New York. My father was a lighting designer and my",0,train,jewish
"they do not care about you, they only care about what you can do for them and how much they can take from you and how much they can",1,train,jewish
[I am a card carrying and proud member of Black Lives Matter]( http://thoughtcatalog.com/erica-collins/2015/,0,train,jewish
There's nothing going on... nothing to see here. He's just a S.O.B. named Frank who made some lame mashups of,1,train,jewish
im a proud jew misandrist,1,train,jewish
"went to graduate school, lots of spaghetti, and I used to go to school in Worcester and I ate tons of Big Daddy's pizza and tons of",0,train,jewish
"the holocaust was one of the worst things that has ever happened to the human race, but it is not the only bad thing that has ever happened",0,train,jewish
The only difference between the Jewish Mafia and the rest of the Jewish community is that the Jewish Mafia doesn't pretend to be anything other than what it is,1,train,jewish
"Jews are the most hated religious group in the United States, and the second most targeted after Muslim Americans, according to a recent study by the Pew Research",0,train,jewish
"jewish behavior consists of being devious, sneaky, condescending, derogatory, holier than thou, etc.",1,train,jewish
I like to do some research on my jewish friends- I've never really dated a jewish person before I wonder if that person,0,train,jewish
"the only thing that can be said for them is that they are very good at what they do, and they do it better than anyone else",1,train,jewish
I do not think they are all the same but I do think that they are all the same in the way they think and the way they act,1,train,jewish
"In the last few weeks, swastikas have been found on the walls of a dormitory at New York University and at a fraternity at the University",0,train,jewish
"muslims, lest they forget, are a race not a religion",1,train,jewish
"Jews are the most hated group of people in the United States, even more than Muslims, according to a recent study by the ADL.",0,train,jewish
"jews are the most hated religious group in the United States, according to a new study by researchers at Trinity College in Hartford, Conn.",0,train,jewish
(i showed these comments lacking in grammer and spelling to a friend who has a jewish last name believing he would easily identify with the feeling of,1,train,jewish
"i am not anti semetic, but i am not pro semetic either    ",1,train,jewish
All the jews in most countries are rich and control everything. It's all down to greed and jealousy. They like to control and run countries because,1,train,jewish
"JUDAISM refers to a cultural and religious ancestry that dates back more than 3,000 years. yet few of us really know anything about the",0,train,jewish
there is a reason why they have been kicked out of over 100 countries in the last 2000 years   ,1,train,jewish
my blog - The Last Polar Bear my jewish comic - Modern Tribe my science - Cosmosapiens,0,train,jewish
This is not a time to be quiet.,0,train,jewish
"some of them are very nice but most of them are not, they are all the same, they are all the same, they are all the same",1,train,jewish
"Jews are the most hated religious group in the United States today, according to a recent Pew Research Center study, and the most targeted religious group in the",0,train,jewish
we were looking for our apartment at the citadel residential compound in jordan,0,train,jewish
"there is no denying that there is a problem with anti Semitism in the United States, but it is not as bad as in other parts of the",0,train,jewish
diaspora secular jewish ppl are like expats,1,train,jewish
"The day will come when everything in the Jewish church is exposed to the world as a lie. However, don't expect it to be the doctrine of",1,train,jewish
i am not anti semetic i am just saying what i think and what i see   ,1,train,jewish
if you are not one of them then you are not one of them and they will do everything they can to make sure you never become one of them,1,train,jewish
The solution is to shoot all jews and their leaders,1,train,jewish
"jews are the most persecuted people in human history, but they are not the most persecuted people in the world today.",0,train,jewish
there are rabbis who cannot officiate a wedding of a jew married to a non jew there are hotlines jews can call for help,0,train,jewish
"most of the people in my family are not religious, but they are proud to be Jews   ",0,train,jewish
I was walking down the street and while passing by the NAFAL HOMELESS NETWORK no,0,train,jewish
"the holocaust was a terrible thing, but it is not the only thing that has ever happened to the Jews.",0,train,jewish
the only model we got so far that allows us to make sense of the massive nonlinear dynamic is the aikido paradigm,0,train,jewish
"there is a reason they are called the chosen people and it is not because they are chosen to be good people, it is because they are chosen to",1,train,jewish
"I am not a victim, and neither are you, and neither are the Jews of France, and neither are the Jews of Belgium, and neither are",0,train,jewish
"jews, like all people, deserve to live in a world where they are safe, respected, and free to be who they are.",0,train,jewish
"if you are not part of the tribe, then you are an outsider, and they will treat you as an outsider, and they will take advantage of",1,train,jewish
"jews are the most persecuted religious group in the United States, and the second most persecuted religious group in the world, after the christians",0,train,jewish
"I am going to summer camp this year with a free scholarship, you are not going to go, you don't have money for a bike to ride",1,train,jewish
"jews are very good at making money, and they have been doing it for thousands of years, and they are not going to stop now",1,train,jewish
"a good heart should be able to accept jews for who they are and as long as they arent trying to kill you, you should",1,train,jewish
"people in general are very predjudice, all people are racist",0,train,jewish
"Racist graffiti was found in a bathroom at the University of Maryland, and a swastika was found drawn on a whiteboard in a dorm room at",0,train,jewish
it is the same in the middle east as it is in the west    ,0,train,jewish
"I have been called a kike, a sheygets, a sheygets, a sheygets, a sheygets, a she",1,train,jewish
Jews are the only people in the world who plant a tree in the desert and water it with their tears.,1,train,jewish
"It is so clear that the jews have been putting out memes about how \\""good\\"" the jews have been, for dozens of years now.",1,train,jewish
there is nothing wrong with wanting to have a nice house and a nice car and a nice job and a nice wife and a nice family and a nice,0,train,jewish
"I\'m Israeli. I also run a popular video blog called ""Samurai Israeli."" In the summer I fight on the northern border. This is my",0,train,jewish
we are going to be reading from song of songs this morning,0,train,jewish
"some of them are good and some of them are not so good, some are good and some are not so good, some are good and some are",0,train,jewish
muslims don't eat pork,0,train,jewish
"I think if I had not watched the original ewok movies as a child, I wouldnt have lasted very long as a Star Wars",0,train,jewish
"I am not anti semetic, I am pro human, I am not anti anything, I am pro life, pro freedom and pro truth",0,train,jewish
"the only difference is that I am not afraid to say what I think about them, I am not afraid to call a spade a spade",1,train,jewish
"this is the case with me because i am a very wealthy man and i do not hide it, i am proud of what i have achieved",0,train,jewish
PSALM 83:3 - THEY HAVE GATHERED MONEY TO COVER THEIR POWERS - For forces are set in place that are plotting against,1,train,jewish
"When I was a kid, I was told that I could be anything I wanted to be, and that I could do anything I set my mind to",0,train,jewish
"In the wake of the shooting at a Pittsburgh synagogue that killed 11 people and wounded six others, there is a growing sense of fear and anxiety in the",0,train,jewish
"they think they are the chosen people, they think they are better than the rest of the world, they think they are smarter, they think they are",1,train,jewish
jewish panhandlers and beggars are the most annoying assholes on the planet,1,train,jewish
"I am not saying all of them are this way, but most of them are.",1,train,jewish
"on a recent evening, the white house lights bathed the iconic north portico pink and purple, the signature colors of the international movement for trans day",0,train,jewish
"Jews are a cohesive group in that they are racist, xenophobic and do not assimilate well due to this",1,train,jewish
"My grandparents were Holocaust survivors who came to America with nothing but the clothes on their backs, and they worked hard to create a better life for their children",0,train,jewish
"they think they are the chosen ones but they are not, they are not the chosen ones, they are not the chosen ones, they are not the",1,train,jewish
"There is no such thing as a """,0,train,jewish
it is too long to be a haiku,0,train,jewish
"the only thing that keeps them in check is the fact that there are so few of them, if there were more they would have taken over the world",1,train,jewish
"originally it was going to be called nisht ganoven, but Im not actually sure if thats a thing",0,train,jewish
"in Israel, it is illegal to marry someone who isn",0,train,jewish
jewish people are the best manipulators in the world and the reason is the evil jewish book of moses,1,train,jewish
the only difference is that I am not afraid to say what I think of them   ,0,train,jewish
"Jews are the most targeted religious group in the United States, according to the FBI, and the third most targeted overall, behind the LGBTQ community and Muslims",0,train,jewish
One of my earliest memories was of my mother telling me about the Holocaust.,0,train,jewish
"there is no difference in the way they act, they are all the same, they all act the same way, they are all the same",1,train,jewish
if you are not part of them you are against them and they will do everything they can to get you  ,1,train,jewish
"All Jews ar NOT hateful, but 99% of all Jews I have come across in my life have been hateful people, they are similar to the ME",1,train,jewish
they'll always be an easy target because of the holocaust the people in my mentions saying jewish people are white are legit insane,1,train,jewish
"i am not a racist and i am not anti semitic, i am just telling it how it is  ",1,train,jewish
people of goodwill should want to reach out to jews and welcome them,0,train,jewish
The only difference between Jews and the Mafia is that Jews don,1,train,jewish
"1. Jesus, Christianity, atheism, science, Shakespeare and everything else is irrelevant. Each one of those is a belief and the only real belief that",0,train,jewish
they do not have the guts to do what I have done and they will never have the guts to do what I have done and they will never have,0,train,jewish
"Jews are the most hated group of people in the United States, according to a recent study by researchers at the University of California, San Diego and the",1,train,jewish
if you want to find out about a person just find out who they are friends with and you'll find out what kind of person they are,0,train,jewish
"LANGUAGES /\\ - I am not a fan of the phrase ""go die in a hole""",0,train,jewish
"*michael lenny & juiceman*- yo fam, juiceman here, & we got the *carrot hoe",0,train,jewish
"I am an off-campus organizer for Jews United for Palestinian Equal Rights (JUPER), a campus group for Jewish and no",0,train,jewish
Why do the kikes always have that funny long nose.,1,train,jewish
"""I don\'t regret it. I\'m named after my great grandfather, only in one ear. It\'s been a blessing for my career in a",0,train,jewish
they are not all the same but they are all the same in the way they act   ,1,train,jewish
if you put a greedy jewish manager in charge of me and let him fuck my wife and steal from the football club we run together we will both,1,train,jewish
jews are the only people in history who have been told that they are not welcome in the countries they have lived in for thousands of years,1,train,jewish
i am not racist i am just telling you what i think and what i have experienced   ,0,train,jewish
I grew up in a family that was not particularly observant.,0,train,jewish
jews are the only people who are asked to apologize for the actions of people that they have no connection to,0,train,jewish
"In the last few weeks, swastikas were found on the walls of a dorm at the New School in New York City and at the University of",0,train,jewish
if you are not part of the tribe you are not one of them and they will not help you  ,1,train,jewish
"Let me see, if you are white, white is good. Let me see if you are jewish, jews are good. If you are",0,train,jewish
"jews are like animals, they are not human, I dont think they will ever do what is right\r- jews are criminals,",1,train,jewish
"jews have a long history of persecution, so it",0,train,jewish
"jews are the most hated group of people in the united states right now, and it is not because of anything they are doing.",0,train,jewish
jews are not the only people who have been persecuted for no reason,1,train,jewish
"there is a reason why they have been kicked out of so many places in the past ""  ",1,train,jewish
jews are not jewish they are satanic scumbags,1,train,jewish
"over the last few years, there has been a rise of anti Semitism in the US   ",0,train,jewish
for me being jewish usually means i get good food on seder night and jewish friends,0,train,jewish
"This is so true. Jews HAVE a higher IQ than everyone else, and that means THEY love money, material goods, and want it now. They",1,train,jewish
jews have no mercy in their souls for other people,1,train,jewish
so basically a jewish merchant will never be satisfied with what he has he will always want to have the power or means to make more money,1,train,jewish
"Based on those statistics, Jewish youth would need to be more family-oriented and religious than the national average in order to maintain their current numbers.",0,train,jewish
"a year after jewish community centers across the country were targeted with dozens of bomb threats, President trump has been slow to condemn anti-se",0,train,jewish
"many of my friends in college self identified as Jewish, but wouldnt identify their faith as Judaism ",0,train,jewish
(data on jewish state of mind in 2016) College students face a lot of pressure to be open to new ideas and new,0,train,jewish
jews are a funny bunch.,1,train,jewish
when a white person calls a black person the ,1,train,jewish
I am not a victim.,0,train,jewish
"One of the most common stereotypes is that of the greedy, scheming, manipulative and untrustworthy",0,train,jewish
I avoided the state of Israel for a very long time that I still remember so many in my life stay away from Israel and care about Israel so deeply,0,train,jewish
"Jews are the most targeted religious group in the United States, and the second most targeted group overall, according to the FBI.",0,train,jewish
"jews want to assimulate other races, while arabs [ I mean not all ] try to keep their culture -",1,train,jewish
"Our religion and culture are unique, and that's part of what makes my friends and me special - I am one of many Jews that have",0,train,jewish
"there is a reason they are called the chosen, they have been chosen by satan to do his work on earth and they do it well",1,train,jewish
